Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average,Latitude,Longitude
Japan,Eastern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,77.4,57.3,29.0152,78.3661
Japan,Eastern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.4,57.3,29.0152,78.3661
Japan,Eastern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,57.3,29.0152,78.3661
Jordan,Western Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,32,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,83.3,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,11.2,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,82.7,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,7.4,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,37,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,43.7,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,28.1,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,18.5,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,15.4,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,43.8,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,92.4,39.2,21.4454,22.9284
Jordan,Western Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,39.2,21.4454,22.9284
Kazakhstan,Central Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,83.6,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,56.5,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,54,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,62.6,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,68.4,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,48.4,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,50.7,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,65.5,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,54.5,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,94,50.8,41.222,43.8512
Kazakhstan,Central Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,50.8,41.222,43.8512
Kenya,Eastern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,44.8,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,40.5,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,42.3,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,55.7,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,38.7,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,49.6,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,46.7,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,92.5,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,57.8,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,63.2,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,77.4,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,67.8,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,88,57.2,9.2867,6.4172
Kenya,Eastern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,79,57.2,9.2867,6.4172
Korea,Eastern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,98.7,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,78.6,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,24.5,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,58.9,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,67.5,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,48,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,47.1,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,35.3,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,52.1,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.8,53.4,31.0152,70.3661
Korea,Eastern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,53.4,31.0152,70.3661
Kosovo,Southern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,47.4,29.7,35.8722,7.8662
Kosovo,Southern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,73.2,29.7,35.8722,7.8662
Kosovo,Southern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,29.7,35.8722,7.8662
Kosovo,Southern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,64,29.7,35.8722,7.8662
Kosovo,Southern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,29.7,35.8722,7.8662
Kosovo,Southern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,75.3,29.7,35.8722,7.8662
Kosovo,Southern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.7,35.8722,7.8662
Kosovo,Southern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,29.7,35.8722,7.8662
Kosovo,Southern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,29.7,35.8722,7.8662
Kosovo,Southern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.7,35.8722,7.8662
